TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_Credit,TransactionType_Debit,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Cluster,PCA1,PCA2
465.45,36.0,129.0,1.0,3465.54,0,1,1,0,0,0,1,0,0,1,-0.5993111476068074,-0.19936970946441746
555.8,19.0,158.0,1.0,1131.2600000000002,1,0,0,1,0,0,0,0,1,1,-1.838479172294807,-0.6705112757470393
492.93,39.0,234.0,1.0,5109.97,0,1,0,0,1,0,1,0,0,0,-0.04810329476423053,-1.0088569939728078
18.680000000000007,59.0,106.0,1.0,7948.37,1,0,0,1,0,0,0,1,0,2,0.8917836672077883,1.192737373989511
71.47999999999999,18.0,169.0,1.0,6568.59,1,0,0,0,1,0,0,0,1,1,-0.8196402843920683,-1.202502539811114
59.31999999999999,71.0,38.0,1.0,5750.89,0,1,0,1,0,0,0,1,0,2,0.857457002343917,1.8453318560542282
85.76999999999998,38.0,93.0,1.0,9146.19,0,1,0,1,0,1,0,0,0,0,0.9936894411896797,-1.3123931406093865
52.19999999999999,39.0,120.0,1.0,8974.93,0,1,0,0,1,0,1,0,0,0,0.7793408346528741,-1.2311835496171408
145.54,21.0,96.0,1.0,1930.96,0,1,0,0,1,0,0,0,1,1,-1.5903575180867555,-0.6519709398911523
7.490000000000009,65.0,276.0,1.0,3634.67,1,0,0,0,1,0,0,1,0,2,0.17352716013870012,1.5366036571755846
40.31999999999999,37.0,95.0,1.0,2686.52,0,1,0,1,0,0,1,0,0,1,-0.6331757336764015,-0.14158784563250593
127.44999999999999,44.0,197.0,1.0,1772.06,0,1,0,0,1,1,0,0,0,1,-0.47829168447441145,0.0003878961568722916
56.170000000000016,27.0,283.0,1.0,1351.69,0,1,0,1,0,0,0,0,1,1,-1.5714365821559562,-0.6523192011438038
28.310000000000002,59.0,20.0,1.0,8334.47,1,0,0,0,1,1,0,0,0,0,1.5343615892992313,-0.4242023418456754
59.120000000000005,29.0,257.0,1.0,9823.64,0,1,1,0,0,1,0,0,0,0,0.7529502257980951,-1.851878853566998
877.81,22.0,150.0,1.0,399.0,0,1,0,0,1,0,0,0,1,1,-1.9561769521104753,-0.4695805025931107
255.26,45.0,50.0,1.0,14815.87,1,0,0,1,0,1,0,0,0,0,2.292565729626144,-1.4308187735823226
124.75999999999999,49.0,45.0,1.0,5764.72,0,1,0,1,0,0,1,0,0,0,0.5330834185448337,-0.5435043108313986
78.13,26.0,145.0,1.0,900.6099999999997,0,1,0,1,0,0,0,0,1,1,-1.6249408123249736,-0.47776693195641295
649.28,75.0,137.0,1.0,4875.86,0,1,1,0,0,0,0,1,0,2,0.6870002154861488,2.0296993588007686
795.31,66.0,90.0,2.0,7914.88,0,1,1,0,0,1,0,0,0,0,1.535612718260123,-0.1415627497112512
335.63,55.0,216.0,1.0,1019.3899999999999,0,1,0,0,1,0,0,1,0,2,-0.6562616430112469,1.5011269576665223
328.47,63.0,119.0,1.0,4323.66,0,1,1,0,0,0,0,1,0,2,0.2582430347637352,1.6467306577192082
34.01999999999998,38.0,19.0,1.0,14214.48,0,1,0,0,1,1,0,0,0,0,1.9638824383544213,-1.6212425925014076
241.42,57.0,116.0,1.0,13357.02,1,0,0,0,1,1,0,0,0,0,2.3428061091652386,-0.9815998359424365
55.31999999999999,19.0,117.0,1.0,241.78999999999996,0,1,1,0,0,0,0,0,1,1,-1.9647680947387365,-0.6062918604858671
304.31,27.0,33.0,1.0,868.6099999999997,0,1,0,1,0,0,0,0,1,1,-1.5739991077500086,-0.27442484493009445
435.27,74.0,90.0,1.0,4673.28,0,1,0,1,0,0,0,1,0,2,0.6807380952605213,2.016703803544151
164.49,26.0,75.0,1.0,1509.27,0,1,0,1,0,0,0,0,1,1,-1.4884206623487013,-0.4288029822028182
510.24,19.0,105.0,1.0,781.6999999999998,0,1,0,0,1,0,0,0,1,1,-1.9137188396976088,-0.5933930302679714
626.9,26.0,138.0,1.0,265.5100000000002,0,1,0,0,1,0,0,0,1,1,-1.8227873679342956,-0.34021308148340534
22.00999999999999,41.0,175.0,1.0,1335.0900000000001,1,0,0,0,1,0,1,0,0,1,-0.7950112627791477,0.027928113703321378
425.34,69.0,121.0,1.0,3907.54,1,0,0,0,1,0,0,1,0,2,0.3721006132077845,1.8951825539001286
424.56,51.0,264.0,1.0,5183.85,0,1,0,0,1,0,1,0,0,2,-0.08079550434902089,0.6239402776629365
85.43,67.0,145.0,1.0,14904.9,0,1,0,1,0,1,0,0,0,0,2.9436401394475884,-0.8471708191021635
169.5,28.0,142.0,1.0,918.8800000000001,0,1,0,1,0,0,0,0,1,1,-1.5688795400595226,-0.3958638717743733
104.63,62.0,90.0,1.0,4477.78,0,1,1,0,0,0,0,1,0,2,0.29564160835827585,1.6076746273412343
316.95,25.0,83.0,1.0,1324.0299999999997,0,1,0,1,0,0,0,0,1,1,-1.5754092676163367,-0.4385197562829256
60.53999999999999,57.0,52.0,1.0,3534.93,1,0,0,1,0,0,0,1,0,2,0.02448000072264045,1.5466127480686191
292.56,68.0,61.0,1.0,4638.37,1,0,0,1,0,0,0,1,0,2,0.5399533923516442,1.851622029099803
386.52,48.0,28.0,1.0,5630.61,0,1,0,1,0,0,1,0,0,0,0.4546479817211032,-0.512541416898543
112.07,23.0,51.0,1.0,930.3000000000002,0,1,0,1,0,0,0,0,1,1,-1.6722370711593644,-0.4620139100015629
568.52,46.0,152.0,1.0,5499.91,0,1,1,0,0,0,1,0,0,0,0.273592101113721,-0.6740427272078969
263.99,79.0,227.0,2.0,4175.02,0,1,0,1,0,0,0,1,0,2,0.7013469389059765,2.036923799818661
349.64,48.0,226.0,1.0,6651.62,0,1,0,0,1,0,1,0,0,0,0.5389721591787588,-0.8335370469209706
601.4,56.0,104.0,1.0,8458.29,1,0,0,1,0,0,1,0,0,0,1.191913673970419,-0.5123551722124581
5.769999999999982,50.0,124.0,1.0,13988.12,0,1,0,0,1,1,0,0,0,0,2.24686160988984,-1.3282110441885226
201.33,42.0,186.0,1.0,2585.07,1,0,0,1,0,0,1,0,0,1,-0.5374852760916351,-0.03644596339846429
298.42,56.0,225.0,1.0,3014.75,0,1,0,1,0,0,0,1,0,2,-0.23322785098878857,1.3524816994454945
521.06,25.0,128.0,1.0,1951.42,0,1,0,1,0,0,0,0,1,1,-1.502673487519538,-0.5176697593557591
117.28,60.0,16.0,1.0,3665.77,1,0,0,0,1,0,1,0,0,2,0.08591388494303287,1.33525934050457
189.12,32.0,103.0,1.0,977.0100000000002,1,0,0,1,0,0,1,0,0,1,-1.1074331227899925,-0.14824812401457976
133.55,44.0,220.0,1.0,3846.28,0,1,1,0,0,0,1,0,0,2,-0.4904159625125139,0.5261790520237329
143.21,35.0,135.0,1.0,6374.82,0,1,0,0,1,0,1,0,0,0,0.1516100711885912,-1.1678431825971307
24.769999999999982,62.0,55.0,1.0,5866.01,0,1,1,0,0,0,0,1,0,2,0.5809766203479636,1.530499371378716
233.92,26.0,280.0,1.0,6537.62,1,0,0,0,1,0,0,0,1,1,-0.6486875632097953,-1.0440386247185562
232.12,37.0,51.0,1.0,6689.87,0,1,1,0,0,0,1,0,0,0,0.3040856379287745,-0.9929325806405163
162.63,22.0,113.0,1.0,634.1700000000001,0,1,0,0,1,0,0,0,1,1,-1.8119906532320462,-0.5338821671202789
91.53,44.0,69.0,1.0,14676.05,0,1,0,1,0,1,0,0,0,0,2.2244196021344784,-1.5166576835538716
120.29000000000002,19.0,77.0,1.0,1362.3900000000003,0,1,0,1,0,0,0,0,1,1,-1.728144688639609,-0.6632632399208954
174.25,50.0,67.0,1.0,10528.34,0,1,0,0,1,1,0,0,0,0,1.6065523419736478,-0.9621210995309974
183.71,38.0,102.0,1.0,552.5200000000004,0,1,1,0,0,0,1,0,0,1,-1.0372657849335014,0.0969803569120079
345.39,58.0,80.0,1.0,6451.96,1,0,0,0,1,0,1,0,0,2,0.48909931870224216,0.9965535780050739
922.55,63.0,87.0,1.0,4715.84,0,1,1,0,0,0,0,1,0,2,0.2776631280765993,1.7308198484817376
259.91,49.0,170.0,1.0,7176.86,0,1,0,0,1,1,0,0,0,0,0.8905678560827885,-0.8462609774352389
154.71,34.0,157.0,1.0,1523.7200000000003,0,1,0,0,1,1,0,0,0,1,-0.8184545148013467,-0.26718167383250624
24.560000000000002,64.0,69.0,1.0,9869.93,0,1,0,1,0,1,0,0,0,0,1.951295667321199,-0.464009454965542
568.07,48.0,115.0,1.0,10556.81,0,1,1,0,0,1,0,0,0,0,1.4848102666638887,-1.0241813103259851
9.610000000000014,58.0,179.0,1.0,12883.91,1,0,0,0,1,1,0,0,0,0,2.282697863332676,-1.0172437170851423
392.96,24.0,100.0,1.0,791.6499999999996,0,1,0,0,1,0,0,0,1,1,-1.741330690818948,-0.43297753676985107
716.93,60.0,34.0,1.0,4064.02,1,0,0,0,1,0,0,1,0,2,0.12987339599234154,1.7211156189805532
230.66,21.0,135.0,1.0,618.0500000000002,0,1,0,1,0,0,0,0,1,1,-1.8454283133345604,-0.5935899004862271
442.12,19.0,260.0,1.0,1375.8000000000002,0,1,0,0,1,0,0,0,1,1,-1.8669496369436984,-0.8401163571805536
644.17,29.0,72.0,1.0,1143.52,0,1,1,0,0,0,1,0,0,1,-1.244355625322011,-0.1602159445582927
508.68,51.0,127.0,1.0,7708.41,1,0,0,1,0,0,1,0,0,0,0.8970324671540049,-0.6630450095044655
858.6300000000001,27.0,185.0,1.0,1872.96,1,0,0,1,0,0,0,0,1,1,-1.5000538423933598,-0.4519550024195016
25.360000000000014,57.0,78.0,1.0,201.03999999999996,0,1,1,0,0,0,1,0,0,2,-0.6917540266632669,1.4183980413375687
147.62,71.0,133.0,1.0,2115.8,0,1,0,1,0,0,0,1,0,2,0.12275050685212724,2.02787641753558
115.01999999999998,37.0,175.0,1.0,7643.66,0,1,0,1,0,1,0,0,0,0,0.6399964774684055,-1.3245004420338442
383.37,30.0,24.0,1.0,8901.93,0,1,0,1,0,0,1,0,0,0,0.5124304684374468,-1.3794812909838865
98.54000000000002,20.0,167.0,1.0,9383.43,1,0,0,0,1,0,0,0,1,0,-0.027582921546458666,-1.9899850779222752
83.24000000000001,55.0,164.0,1.0,1181.31,1,0,0,1,0,1,0,0,0,2,-0.3941043094542655,1.10449231915827
196.16,27.0,146.0,1.0,9418.86,0,1,0,1,0,0,1,0,0,0,0.4812029971498826,-1.696631315348477
129.94,32.0,235.0,1.0,7954.92,0,1,1,0,0,0,1,0,0,0,0.3122244230137804,-1.502938245814234
306.9,46.0,51.0,1.0,9418.08,0,1,0,0,1,0,1,0,0,0,1.0813402766624978,-0.9108445990626065
114.98000000000002,59.0,80.0,1.0,6144.68,0,1,0,0,1,0,0,1,0,2,0.515420558236011,1.3700194763431757
756.59,27.0,17.0,1.0,420.64999999999964,0,1,0,1,0,0,0,0,1,1,-1.7027975135676745,-0.16149980227218363
503.76,22.0,35.0,1.0,447.8199999999997,0,1,0,0,1,0,0,0,1,1,-1.8500346360066902,-0.37951603831198844
143.03,63.0,147.0,1.0,7981.45,0,1,1,0,0,0,0,1,0,2,0.9510939087746257,1.2984933655797963
1045.22,53.0,73.0,1.0,1829.9,0,1,1,0,0,0,0,1,0,2,-0.5792093564432592,1.6525806976683435
245.54,25.0,180.0,1.0,985.0599999999995,0,1,1,0,0,0,0,0,1,1,-1.6916200010839606,-0.5145682123462136
254.37,51.0,174.0,1.0,8849.26,1,0,0,0,1,0,1,0,0,0,1.0994172066204537,-0.8352891509968542
213.76,78.0,282.0,1.0,3528.72,1,0,1,0,0,0,0,1,0,2,0.5317558383125043,2.023030393639985
327.86,40.0,104.0,1.0,480.15999999999985,0,1,0,0,1,0,1,0,0,1,-1.0094348364614252,0.16955573598193852
2.5,47.0,107.0,1.0,12145.27,0,1,0,0,1,1,0,0,0,0,1.817597255888317,-1.263537761482028
300.08,68.0,47.0,1.0,13546.75,1,0,0,0,1,1,0,0,0,0,2.743796004245308,-0.5301637019072765
56.97999999999999,43.0,122.0,2.0,5688.37,1,0,1,0,0,0,1,0,0,0,0.31387101784112753,-0.7993591731249319
407.65,26.0,62.0,1.0,8346.64,0,1,0,0,1,0,1,0,0,0,0.2456689978351459,-1.506589994758361
115.82999999999996,39.0,167.0,1.0,6481.04,0,1,0,1,0,0,1,0,0,0,0.3020579883478218,-1.0917351684716983
53.56999999999999,69.0,121.0,1.0,1651.33,0,1,1,0,0,0,0,1,0,2,-0.025318386906000023,2.025148856941728
63.34,46.0,165.0,1.0,11174.94,1,0,0,0,1,1,0,0,0,0,1.592203367021971,-1.2656229235266387
317.87,27.0,91.0,1.0,145.5,0,1,0,0,1,0,0,0,1,1,-1.7565698197915733,-0.2782212820145814
331.65,41.0,61.0,1.0,4172.57,0,1,0,0,1,0,1,0,0,1,-0.26801478124507544,-0.0358367591830856
5.0400000000000205,56.0,41.0,1.0,5558.36,0,1,1,0,0,0,0,1,0,2,0.34671504554405935,1.3656195299437597
214.54,70.0,247.0,1.0,11151.53,1,0,0,0,1,1,0,0,0,0,2.274104988958615,-0.5294545109944344
598.81,57.0,158.0,1.0,1415.52,0,1,0,1,0,1,0,0,0,2,-0.36661535202211043,1.2084335289843322
841.28,26.0,80.0,1.0,1103.6400000000008,0,1,0,0,1,0,0,0,1,1,-1.6637721944806996,-0.3078993111780581
38.14999999999998,26.0,108.0,1.0,303.6800000000003,0,1,0,0,1,0,0,0,1,1,-1.7333863393293178,-0.38138624841812196
1036.66,58.0,144.0,1.0,5541.57,0,1,0,1,0,1,0,0,0,2,0.3920869888965925,0.9882958001731791
124.72,33.0,105.0,1.0,6309.8,0,1,0,1,0,0,1,0,0,0,0.11238845744234952,-1.204660285939211
302.45,78.0,40.000000000000014,1.0,5133.61,1,0,0,1,0,0,0,1,0,2,0.9504560736966843,2.179483902298151
208.04,47.0,273.0,1.0,9344.98,0,1,0,0,1,0,1,0,0,0,1.0065049252766143,-1.157098278937311
5.769999999999982,23.0,254.0,1.0,1117.9700000000003,1,0,0,1,0,0,0,0,1,1,-1.6982859500529224,-0.7218567976955099
381.33,56.0,75.0,1.0,11835.35,0,1,1,0,0,1,0,0,0,0,2.011699019158271,-0.8281226410320994
16.160000000000025,50.0,124.0,1.0,14401.17,0,1,1,0,0,1,0,0,0,0,2.3257631013549807,-1.342555151464174
486.08,18.0,68.0,1.0,1748.69,0,1,0,0,1,0,0,0,1,1,-1.7436467566688485,-0.6615930895080171
336.39,21.0,18.0,1.0,1000.46,0,1,0,1,0,0,0,0,1,1,-1.7315671243594135,-0.46632064984084365
997.4300000000001,69.0,118.0,1.0,6810.05,0,1,0,0,1,1,0,0,0,2,0.9675703685311638,1.2972918103737063
234.57,23.0,120.0,1.0,263.97999999999956,0,1,0,0,1,0,0,0,1,1,-1.8619440734819588,-0.46996747507137726
6.0,30.0,246.0,1.0,5442.76,0,1,0,0,1,1,0,0,0,0,-0.02736629066238333,-1.48075073788348
1049.92,80.0,20.999999999999986,1.0,2037.85,0,1,1,0,0,0,0,1,0,2,0.3182233314111432,2.6187675689433183
227.14,18.0,294.0,1.0,341.9399999999996,0,1,1,0,0,0,0,0,1,1,-2.0794231917893202,-0.8443341571138554
233.74,66.0,17.0,1.0,1066.5900000000001,1,0,0,0,1,0,0,1,0,2,-0.18150404427600586,2.122151579045216
113.01999999999998,69.0,166.0,1.0,6077.96,1,0,0,1,0,0,0,1,0,2,0.8120802370692719,1.619218904095777
45.849999999999994,20.0,92.0,1.0,1659.15,0,1,1,0,0,0,0,0,1,1,-1.6558893523552771,-0.6551149407866032
973.3900000000001,77.0,296.0,1.0,2042.2200000000003,0,1,0,1,0,0,0,1,0,2,0.1227247762561075,2.142278519273196
415.5,66.0,141.0,1.0,10113.66,0,1,1,0,0,1,0,0,0,0,1.9640010344403414,-0.42850120917561035
265.76,54.0,92.0,1.0,4446.17,0,1,0,0,1,0,0,1,0,2,0.0199374143263768,1.3391728843374806
69.4,80.0,113.0,1.0,6452.77,0,1,0,0,1,0,0,1,0,2,1.212262291325161,2.0131478670077234
332.93,35.0,293.0,1.0,2788.2,1,0,0,1,0,0,1,0,0,1,-0.7810751010773282,-0.4055718892291904
267.9,20.0,160.0,1.0,596.1599999999999,0,1,0,0,1,0,0,0,1,1,-1.9150678266255776,-0.6433331519579908
496.03,61.0,265.0,1.0,12904.66,0,1,0,1,0,1,0,0,0,0,2.280283741879078,-0.9879734456459718
376.26,37.0,245.0,1.0,9062.4,0,1,1,0,0,0,1,0,0,0,0.6408146285812454,-1.4016637613373952
83.01999999999998,36.0,171.0,1.0,9009.56,1,0,0,0,1,0,1,0,0,0,0.6868920974061289,-1.3761803713449883
93.25999999999999,20.0,72.0,1.0,1152.1999999999998,1,0,0,0,1,0,0,0,1,1,-1.7285458019868236,-0.5826770626656766
803.37,68.0,129.0,1.0,12168.37,1,0,0,1,0,1,0,0,0,0,2.4079321664114226,-0.4662149610165239
35.75999999999999,23.0,122.0,1.0,611.8599999999997,0,1,0,1,0,0,0,0,1,1,-1.756085990046505,-0.5339446981823618
28.53000000000003,62.0,99.0,1.0,8670.53,0,1,0,0,1,1,0,0,0,0,1.6319393855219984,-0.46476910637202207
139.53,53.0,177.0,1.0,10098.86,1,0,0,0,1,1,0,0,0,0,1.5928609535144935,-0.9473346618925983
307.57,33.0,285.0,1.0,5307.74,0,1,0,1,0,1,0,0,0,0,0.005616776261640866,-1.3861744152471482
60.650000000000006,56.0,53.0,1.0,1047.2799999999993,1,0,0,1,0,0,0,1,0,2,-0.4723814769256138,1.7086867989318923
74.86000000000001,70.0,125.0,1.0,6921.48,0,1,0,1,0,1,0,0,0,2,1.1416954720911185,1.1875909801633613
117.97,51.0,137.0,1.0,1475.46,0,1,0,1,0,0,0,1,0,2,-0.6138728088203287,1.389929913337613
231.91,34.0,165.0,1.0,112.76000000000022,0,1,1,0,0,0,1,0,0,1,-1.2781973476212198,-0.07559757159107738
126.20999999999998,75.0,268.0,1.0,5669.66,0,1,0,1,0,0,0,1,0,2,0.8509074096816356,1.7130146566748348
506.28,53.0,162.0,2.0,1309.9499999999998,1,0,0,0,1,0,0,1,0,2,-0.6338680538238959,1.518291787608539
304.35,31.0,36.0,1.0,4057.1,0,1,0,1,0,0,1,0,0,1,-0.5653392943767259,-0.34794401434155653
281.85,22.0,109.0,1.0,1585.98,0,1,1,0,0,0,0,0,1,1,-1.6430355427868897,-0.5721461295891341
777.88,31.0,17.0,1.0,6825.55,0,1,0,1,0,0,1,0,0,0,0.11235915485006785,-1.1218611961894265
119.18,56.0,96.0,1.0,5516.5,0,1,0,1,0,0,0,1,0,2,0.31582203026941186,1.2900998745216175
177.19,76.0,43.0,1.0,5343.3,0,1,0,0,1,0,0,1,0,2,0.9011425415376251,2.065103893754043
260.88,22.0,36.0,1.0,903.0500000000002,0,1,0,1,0,0,0,0,1,1,-1.7185139019456213,-0.45639667163705044
169.47,24.0,19.0,1.0,1806.1599999999999,0,1,0,0,1,0,0,0,1,1,-1.487813790549759,-0.4421748789597113
73.23000000000002,26.0,14.0,1.0,787.7399999999998,0,1,0,1,0,0,0,0,1,1,-1.5843938803228732,-0.3080847821618884
792.57,19.0,164.0,1.0,770.3699999999999,0,1,1,0,0,0,0,0,1,1,-1.9732724601075142,-0.6120644856891158
237.06,71.0,46.0,1.0,1182.7700000000004,0,1,0,0,1,0,0,1,0,2,-0.04026938632138921,2.2290070056108124
34.170000000000016,54.0,54.0,1.0,726.5500000000002,1,0,0,0,1,0,1,0,0,2,-0.6576432206361575,1.3069525670185578
740.25,41.0,123.0,1.0,14464.3,0,1,0,0,1,1,0,0,0,0,1.9729889961686868,-1.577068596316951
453.54,58.0,82.0,1.0,12046.3,0,1,1,0,0,1,0,0,0,0,2.101370270375834,-0.7762619847947402
300.47,73.0,100.0,1.0,7885.64,0,1,0,1,0,0,0,1,0,2,1.2618489095588334,1.6984223164785246
110.92999999999998,19.0,201.0,1.0,1952.35,1,0,0,1,0,0,0,0,1,1,-1.6533164480643014,-0.8453401725687919
201.69,59.0,299.0,1.0,7328.52,0,1,1,0,0,1,0,0,0,0,1.177542231611818,-0.667506993042424
399.21,59.0,109.0,1.0,3210.39,0,1,1,0,0,0,1,0,0,2,-0.12464471873234345,1.2572347482194388
1041.88,78.0,57.0,1.0,5726.2,0,1,0,0,1,0,0,1,0,2,0.9278322798240144,2.195789568303197
630.36,62.0,52.0,1.0,1363.65,0,1,1,0,0,0,0,1,0,2,-0.3302788612310144,1.9685175031101556
10.939999999999998,60.0,245.0,1.0,1241.9899999999998,1,0,1,0,0,0,1,0,0,2,-0.45925221771780217,1.248947455482838
215.9,38.0,235.0,1.0,7873.28,0,1,1,0,0,1,0,0,0,0,0.6583726341469753,-1.344092004155573
226.37,49.0,141.0,1.0,9840.04,1,0,0,1,0,1,0,0,0,0,1.4461243701580138,-1.0159582987842328
444.89,43.0,101.0,1.0,10328.23,1,0,0,1,0,1,0,0,0,0,1.345272651267452,-1.1815407742186679
280.57,25.0,24.0,1.0,293.2399999999998,1,0,0,0,1,0,0,0,1,1,-1.7340021061557058,-0.26153343836877246
488.54,52.0,132.0,1.0,7486.63,0,1,0,1,0,0,1,0,0,0,0.8652689141465089,-0.6388218983689775
3.3000000000000114,50.0,131.0,1.0,11385.37,1,0,0,1,0,1,0,0,0,0,1.7967191046070798,-1.120651972257837
199.39,69.0,165.0,1.0,7264.79,0,1,0,1,0,0,0,1,0,2,1.0034103035050108,1.5187016903368225
20.360000000000014,62.0,75.0,1.0,2762.48,0,1,0,1,0,0,0,1,0,2,0.007285761824399994,1.725786186952746
113.63999999999999,62.0,32.0,1.0,6675.03,0,1,0,0,1,0,0,1,0,2,0.7299538021790855,1.4889130602263871
493.11,53.0,236.0,1.0,7432.99,0,1,0,1,0,0,0,1,0,2,0.47300483747694005,0.911357078604157
307.41,19.0,14.0,1.0,1057.0000000000005,0,1,1,0,0,0,0,0,1,1,-1.7934262494594442,-0.5119227715044866
11.180000000000007,43.0,161.0,1.0,5956.89,0,1,0,0,1,1,0,0,0,0,0.5098236425259746,-0.9741542438097859
313.82,59.0,151.0,1.0,7261.59,0,1,0,1,0,0,1,0,0,0,1.0509932029823705,-0.4286554135496041
51.0,64.0,107.0,1.0,4943.16,0,1,0,1,0,0,0,1,0,2,0.4586726970822715,1.5853341864533084
140.98,60.0,100.0,1.0,8127.48,0,1,0,1,0,0,1,0,0,0,1.2877560950606268,-0.42255577780363196
288.04,68.0,63.0,1.0,1748.02,0,1,1,0,0,0,0,1,0,2,-0.038282354055223705,2.084826890193371
800.55,31.0,108.0,1.0,9660.22,0,1,1,0,0,0,1,0,0,0,0.5818565122009095,-1.4302170007302857
485.54,46.0,143.0,1.0,6371.51,0,1,1,0,0,0,1,0,0,0,0.45049616029822726,-0.7426673496621288
521.15,54.0,214.0,1.0,9442.47,0,1,1,0,0,1,0,0,0,0,1.421088466770072,-0.8597228201786326
321.79,63.0,61.0,1.0,5959.2,1,0,1,0,0,0,0,1,0,2,0.6132825931082722,1.6062451239160005
304.93,65.0,158.0,1.0,13531.22,0,1,1,0,0,1,0,0,0,0,2.5774324367244605,-0.7685883006830526
432.08,40.0,145.0,1.0,11500.62,0,1,1,0,0,1,0,0,0,0,1.4158299526106626,-1.4253405625959128
694.2,61.0,72.0,1.0,1389.37,0,1,1,0,0,0,0,1,0,2,-0.3731158364820621,1.9159851915179185
116.86000000000001,55.0,171.0,1.0,6706.56,0,1,1,0,0,0,1,0,0,0,0.82114950502715,-0.5447447033190171
386.81,57.0,149.0,1.0,7175.29,1,0,0,0,1,1,0,0,0,0,1.1538955736651053,-0.5134351507439263
74.88,25.0,202.0,1.0,420.6700000000001,0,1,1,0,0,0,0,0,1,1,-1.7876950014895148,-0.5186733464202443
195.76,75.0,99.0,1.0,7323.53,0,1,0,1,0,0,0,1,0,2,1.2311187301048527,1.7988803994549425
134.7,50.0,106.0,1.0,8395.85,0,1,1,0,0,1,0,0,0,0,1.1967600806047074,-0.8289883715357271
890.24,33.0,161.0,1.0,5140.93,1,0,0,0,1,0,1,0,0,1,-0.4243989223056745,-0.4179273176705135
361.27,63.0,180.0,1.0,7945.57,0,1,1,0,0,1,0,0,0,0,1.453671947988909,-0.41351008380647125
131.56,44.0,42.0,1.0,5873.54,0,1,0,1,0,1,0,0,0,0,0.5853364542055222,-0.7801775525378836
485.51,76.0,37.0,1.0,3074.45,1,0,0,0,1,0,0,1,0,2,0.4648555067836993,2.310401419861317
547.87,64.0,131.0,1.0,6155.76,0,1,1,0,0,0,0,1,0,2,0.6009288726440318,1.5486346379826461
457.29999999999995,28.0,15.0,1.0,8318.29,0,1,0,0,1,0,1,0,0,0,0.3183661760430419,-1.3721153552397558
506.24,58.0,64.0,1.0,230.09000000000015,0,1,1,0,0,0,1,0,0,2,-0.7046292178896434,1.5286776568756113
486.59,57.0,119.0,1.0,2513.56,0,1,0,1,0,0,0,1,0,2,-0.268467115154784,1.580796072136776
163.68,41.0,292.0,1.0,10090.05,0,1,0,1,0,1,0,0,0,0,1.1612054083666659,-1.5204212185969839
581.65,22.0,176.0,1.0,480.1899999999996,0,1,1,0,0,0,0,0,1,1,-1.9159506248944502,-0.5287316923331578
52.00999999999999,48.0,85.0,1.0,1120.88,0,1,1,0,0,1,0,0,0,2,-0.6183933635215739,0.9716139440713106
630.24,21.0,62.0,1.0,370.8100000000004,0,1,1,0,0,0,0,0,1,1,-1.9198008169545624,-0.4074438381176405
